name	type	tags
Sites for predictive modeling competitions	question	machine-learning,predictive-models
Testing significance of peaks in spectral density	question	r,time-series,hypothesis-testing,spectral-analysis
Generate random correlated data between a  binary and a continuous variable	question	correlation,random-variable,random-generation,binary-data
What&#39;s the difference between binomial regression and logistic regression?	question	regression,logistic,binomial
On the &quot;strength&quot; of weak learners	question	machine-learning,boosting,ensemble
As a reviewer, can I justify requesting data and code be made available even if the journal does not?	question	dataset,validation,reproducible-research,journals
Support vector regression for multivariate time series prediction	question	time-series,machine-learning,svm
Whether to delete cases that are flagged as outliers by statistical software when performing multiple regression?	question	regression,outliers
Is there always a maximizer for any MLE problem?	question	maximum-likelihood,optimization
Distribution of an observation-level Mahalanobis distance	question	multivariate-analysis,outliers
Best approach for model selection Bayesian or cross-validation?	question	bayesian,model-selection,cross-validation,feature-selection
What is a block in experimental design?	question	interaction,interpretation,experiment-design,blocking
What&#39;s the correct way to test the significance of classification results	question	classification,statistical-significance
What common forecasting models can be seen as special cases of ARIMA models?	question	time-series,cross-validation,arima
Can two random variables have the same distribution, yet be almost surely different?	question	distributions,probability
Visualizing the calibration of predicted probability of a model	question	data-visualization,classification,predictive-models,binary-data,calibration
Interpreting the difference between lognormal and power law distribution (network degree distribution)	question	curve-fitting,networks,lognormal,power-law
Is there a Random Forest implementation that works well with very sparse data?	question	r,random-forest,sparse
Why do linear regression and ANOVA give different $p$-value in case of considering interaction between variable?	question	r,regression,statistical-significance,anova,p-value
What does a non positive definite covariance matrix tell me about my data?	question	normal-distribution,multivariate-analysis,covariance
How to calculate cumulative distribution in R?	question	r,distributions,cdf
Scatterplot with contour/heat overlay	question	r,data-visualization,scatterplot
Random forests for multivariate regression	question	regression,multivariate-analysis,random-forest
AIC &amp; BIC number interpretation	question	interpretation,aic,bic
K successes in Bernoulli trials, or George Lucas movie experiment	question	probability,bernoulli-distribution
Expected value of a natural logarithm	question	mathematical-statistics
Safely determining sample size for A/B testing	question	hypothesis-testing,statistical-significance,proportion,ab-test
Restricted Boltzmann machines vs multilayer neural networks	question	r,machine-learning,classification,neural-networks
How to handle the difference between the distribution of the test set and the training set?	question	machine-learning,classification,skewness,unbalanced-classes,multi-class
What function could be a kernel?	question	machine-learning,kernel-trick
Is there a reason to prefer a specific measure of multicollinearity?	question	multicollinearity
What&#39;s wrong with (some) pseudo-randomization	question	experiment-design,clinical-trials,random-allocation
Wald test in regression (OLS and GLMs): t- vs. z-distribution	question	r,regression,hypothesis-testing,generalized-linear-model
Next steps after &quot;Bayesian Reasoning and Machine Learning&quot;	question	machine-learning,bayesian,references,graphical-model
Having a conjugate prior: Deep property or mathematical accident?	question	bayesian,mathematical-statistics,conjugate-prior
Test accuracy higher than training. How to interpret?	question	classification,feature-selection
CHAID vs CRT (or CART)	question	spss,cart
Similarity Coefficients for binary data: Why choose Jaccard over Russell and Rao?	question	binary-data,similarities,association-measure
Why is the expectation maximization algorithm used?	question	expectation-maximization
Topic stability in topic models	question	machine-learning,model-selection,small-sample,topic-models,dirichlet-process
Two ways of using bootstrap to estimate the confidence interval of coefficients in regression	question	regression,bootstrap
Stouffer&#39;s Z-score method: what if we sum $z^2$ instead of $z$?	question	hypothesis-testing,chi-squared,p-value,multiple-comparisons,combining-p-values
What does &quot;normalization&quot; mean and how to verify that a sample or a distribution is normalized?	question	data-transformation,terminology,normalization,standardization
How do I check if my data fits an exponential distribution?	question	r,distributions,goodness-of-fit,exponential
The cross validation (CV) and the generalized cross validation (GCV) statistics	question	cross-validation
What is the non-parametric equivalent of a two-way ANOVA that can include interactions?	question	r,anova,nonparametric,stata,interaction
Inverting the Fourier Transform for a Fisher distribution	question	probability,random-variable,f-distribution,saddlepoint-approximation
What does &quot;all else equal&quot; mean in multiple regression?	question	multiple-regression,interpretation,least-squares,regression-coefficients,controlling-for-a-variable
Understanding Simpson&#39;s paradox: Andrew Gelman&#39;s example with regressing income on sex and height	question	regression,interaction,simpsons-paradox
Does the Bayesian posterior need to be a proper distribution?	question	distributions,bayesian,posterior
Is a priori power analysis essentially useless?	question	hypothesis-testing,power-analysis,effect-size,power,methodology
How to describe or visualize a multiple linear regression model	question	regression,data-visualization,multiple-regression,communication
What&#39;s the probability that from 25 random numbers between 1 and 100, the highest appears more than once?	question	probability,random-generation
Difference between the Wilcoxon Rank Sum Test and the Wilcoxon Signed Rank Test	question	paired-data,wilcoxon-signed-rank,wilcoxon-mann-whitney
How to create a multivariate Brownian Bridge?	question	r,simulation,stochastic-processes
What to learn after Casella &amp; Berger?	question	distributions,references,eda
Square of normal distribution with specific variance	question	distributions,normal-distribution
How can an improper prior lead to a proper posterior distribution?	question	distributions,bayesian,prior,posterior
Now that I&#39;ve rejected the null hypothesis what&#39;s next?	question	hypothesis-testing
Do you have recommendations for books to self-teach Applied Statistics at the graduate level?	question	regression,references,modeling,experiment-design,application
Why doesn&#39;t Wilks&#39; 1938 proof work for misspecified models?	question	hypothesis-testing,model-selection,likelihood-ratio,asymptotics,misspecification
Consequences of modeling a non-stationary process using ARMA?	question	r,time-series,arima,stationarity
How to get the value of Mean squared error in a linear regression in R	question	r,regression,error
In simple linear regression, where does the formula for the variance of the residuals come from?	question	regression,variance,residuals
Why do we need to dummy code categorical variables	question	categorical-data,categorical-encoding
What is the difference between $E(X|Y)$ and $E(X|Y=y)$?	question	conditional-expectation,notation,definition
What&#39;s wrong with Bonferroni adjustments?	question	hypothesis-testing,multiple-comparisons,bonferroni
interpreting y axis of a partial dependence plots	question	r,classification,data-visualization,random-forest,interpretation
Why are mixed data a problem for euclidean-based clustering algorithms?	question	clustering,dimensionality-reduction,distance,self-organizing-maps,mixed-type-data
Advanced regression modeling examples	question	multiple-regression,generalized-linear-model,data-transformation,splines,nonlinear
What are the assumptions of the permutation test?	question	hypothesis-testing,permutation-test,resampling
Why do we usually choose to minimize the sum of square errors (SSE) when fitting a model?	question	econometrics,least-squares
Algorithms for Time Series Anomaly Detection	question	r,regression,time-series,anomaly-detection
How to test if my distribution is multimodal?	question	r,hypothesis-testing,distributions,self-study,histogram
Clustering a correlation matrix	question	clustering,python,k-means
What are the main differences between Granger&#39;s and Pearl&#39;s causality frameworks?	question	stochastic-processes,causality,granger-causality
How to tell if my data distribution is symmetric?	question	distributions,mean,skewness,median,qq-plot
Can we use MLE to estimate Neural Network weights?	question	maximum-likelihood,neural-networks
Which is the best visualization for contingency tables?	question	data-visualization,contingency-tables
Rules for selecting convolutional neural network hyperparameters	question	neural-networks,deep-learning,conv-neural-network
What is &quot;reduced-rank regression&quot; all about?	question	regression,multivariate-analysis,dimensionality-reduction,regularization,reduced-rank-regression
Data augmentation techniques for general datasets?	question	machine-learning,predictive-models,dataset,independence,data-augmentation
Least Squares Regression Step-By-Step Linear Algebra Computation	question	r,regression,linear-model,lm
Can PCA be applied for time series data?	question	time-series,pca
Adding weights to logistic regression for imbalanced data	question	regression,logistic,classification,unbalanced-classes,weighted-data
What optimization methods work best for LSTMs?	question	machine-learning,neural-networks,optimization,lstm
Texas sharpshooter fallacy in exploratory data analysis	question	eda,fallacy
Paradox in model selection (AIC, BIC, to explain or to predict?)	question	regression,model-selection,aic,bic,paradox
How to derive the likelihood function for binomial distribution for parameter estimation?	question	estimation,maximum-likelihood,likelihood,bernoulli-distribution,point-estimation
What is the meaning of super script 2 subscript 2 within the context of norms?	question	regression,optimization,notation
How to know whether the data is linearly separable?	question	machine-learning,logistic,svm,data-mining
Difference between Hidden Markov models and Particle Filter (and Kalman Filter)	question	machine-learning,self-study,hidden-markov-model,kalman-filter,particle-filter
When to use fixed effects vs using cluster SEs?	question	econometrics,multilevel-analysis,fixed-effects-model,endogeneity,clustered-standard-errors
Proof of convergence of k-means	question	mathematical-statistics,k-means
Did I just invent a Bayesian method for analysis of ROC curves?	question	machine-learning,bayesian,sampling,roc,auc
What is the intuition behind defining completeness in a statistic as being impossible to form an unbiased estimator of $0$ from it?	question	mathematical-statistics,intuition,unbiased-estimator,definition,complete-statistics
Does this distribution have a name? $f(x)\propto\exp(-|x-\mu|^p/\beta)$	question	distributions,normal-distribution,terminology,laplace-distribution,distribution-identification
Discussion about overfit in xgboost	question	machine-learning,boosting,overfitting
Is unbiased maximum likelihood estimator always the best unbiased estimator?	question	mathematical-statistics,maximum-likelihood,unbiased-estimator
What&#39;s in a name: Precision (inverse of variance)	question	normal-distribution,multivariate-analysis,terminology,intuition
Is Gradient Descent possible for kernelized SVMs (if so, why do people use Quadratic Programming)?	question	svm,kernel-trick,gradient-descent
Do all machine learning algorithms separate data linearly?	question	machine-learning
How and why does Batch Normalization use moving averages to track the accuracy of the model as it trains?	question	machine-learning,neural-networks,deep-learning,conv-neural-network,batch-normalization
t-SNE versus MDS	question	data-visualization,dimensionality-reduction,multidimensional-scaling,tsne
Why are symmetric positive definite (SPD) matrices so important?	question	mathematical-statistics,optimization,covariance-matrix,intuition,linear-algebra
Bridge penalty vs. Elastic Net regularization	question	regression,lasso,regularization,ridge-regression,elastic-net
Explanation of what Nate Silver said about loess	question	time-series,forecasting,predictive-models,loess,politics
Properties of PCA for dependent observations	question	time-series,pca,non-independent,iid
Does it make sense for a fixed effect to be nested within a random one, or how to code repeated measures in R (aov and lmer)?	question	r,anova,mixed-model,repeated-measures,lme4-nlme
Multilabel classification metrics on scikit	question	scikit-learn,multi-class,multilabel
From uniform distribution to exponential distribution and vice-versa	question	distributions,data-transformation,exponential,uniform
How does a Relevance Vector Machine (RVM) work?	question	regression,machine-learning,classification,svm
Bayes&#39; Theorem Intuition	question	bayesian,likelihood,intuition
How does negative sampling work in word2vec?	question	machine-learning,word2vec,word-embeddings
Convolutional Layers: To pad or not to pad?	question	conv-neural-network,convolution
Why are optimization algorithms defined in terms of other optimization problems?	question	machine-learning,svm,optimization
What is importance sampling?	question	variance,simulation,monte-carlo,unbiased-estimator,importance-sampling
Should sampling for logistic regression reflect the real ratio of 1&#39;s and 0&#39;s?	question	logistic,sampling
What is difference between “in-sample” and “out-of-sample” forecasts?	question	forecasting
Is 50% 100% higher than 25% or is it 25% higher than 25%?	question	terminology,percentage
Hamiltonian Monte Carlo vs. Sequential Monte Carlo	question	mcmc,random-walk,particle-filter,probabilistic-programming,hmc
Are heat maps &quot;one of the least effective types of data visualization&quot;?	question	data-visualization,heatmap
XGBoost vs Python Sklearn gradient boosted trees	question	scikit-learn,boosting,gbm,xgboost
What statistical model or algorithm could be used to solve the John Snow Cholera problem?	question	bayesian,spatial,epidemiology,gis
Common statistical tests as linear models	question	regression,correlation,anova,t-test,linear-model
Why is it necessary to sample from the posterior distribution if we already KNOW the posterior distribution?	question	bayesian,inference,simulation,mcmc,posterior
How does batch size affect convergence of SGD and why?	question	machine-learning,neural-networks,optimization,gradient-descent,sgd
What&#39;s the difference between variance scaling initializer and xavier initializer?	question	machine-learning,neural-networks,deep-learning,conv-neural-network,tensorflow
Cross Entropy vs. Sparse Cross Entropy: When to use one over the other	question	machine-learning,conv-neural-network,loss-functions,information-theory,cross-entropy
When to choose SARSA vs. Q Learning	question	reinforcement-learning
FPR (false positive rate) vs FDR (false discovery rate)	question	hypothesis-testing,false-discovery-rate,type-i-and-ii-errors,confusion-matrix,false-positive-rate
The limit of &quot;unit-variance&quot; ridge regression estimator when $\lambda\to\infty$	question	pca,regularization,ridge-regression,partial-least-squares,constrained-regression
Bayesian thinking about overfitting	question	bayesian,cross-validation,predictive-models,validation,regression-strategies
Textbook on the *theory* of neural nets/ML algorithms?	question	machine-learning,mathematical-statistics,references,algorithms
Is there any difference between Frequentist and Bayesian on the definition of Likelihood?	question	probability,bayesian,conditional-probability,likelihood,frequentist
Is exploratory data analysis important when doing purely predictive modeling?	question	machine-learning,predictive-models,descriptive-statistics,eda
Monty Hall Problem with a Fallible Monty	question	conditional-probability
Best term for made-up data?	question	terminology,synthetic-data
What are the disadvantages of using mean for missing values?	question	mathematical-statistics,missing-data,data-mining,data-imputation
Do we need hypothesis testing when we have all the population?	question	hypothesis-testing,sample
Assessing the significance of differences in distributions	question	distributions,statistical-significance
Finding the PDF given the CDF	question	distributions,pdf,cdf
Time series for count data, with counts &lt; 20	question	r,time-series,poisson-distribution,count-data,epidemiology
Group differences on a five point Likert item	question	t-test,ordinal-data,likert,scales
How do I figure out what kind of distribution represents this data on ping response times?	question	distributions,sample-size,sample,normality-assumption,distribution-identification
Coefficient of Determination ($r^2$): I have never fully grasped the interpretation	question	regression,correlation,variance
Appropriate normality tests for small samples	question	hypothesis-testing,goodness-of-fit,normality-assumption,small-sample
What are correct values for precision and recall in edge cases?	question	precision-recall
Difference between Cohen&#39;s d and Hedges&#39; g for effect size metrics	question	effect-size,cohens-d
How can I estimate coefficient standard errors when using ridge regression?	question	standard-error,ridge-regression
Measuring Document Similarity	question	information-retrieval
How to easily determine the results distribution for multiple dice?	question	probability,dice
Graph theory -- analysis and visualization	question	r,data-visualization,graph-theory
Clustering quality measure	question	clustering
What is the sum of squared t variates?	question	chi-squared,central-limit-theorem,t-distribution
Suggestions for improving a probability and statistics cheat sheet	question	teaching
Averaging correlation values	question	regression,correlation,mean
Why is the null hypothesis always a point value rather than a range in hypothesis testing?	question	hypothesis-testing
How to choose between learning algorithms	question	machine-learning,bayesian,optimization,genetic-algorithms
In genome-wide association studies, what are principal components?	question	pca,genetics,gwas
Creating an index of quality from multiple variables to enable rank ordering	question	ranking,valuation
Why are random variables defined as functions?	question	probability,random-variable,measure-theory
Transforming proportion data: when arcsin square root is not enough	question	data-transformation,generalized-linear-model,heteroscedasticity
How to ensure properties of covariance matrix when fitting multivariate normal model using maximum likelihood?	question	maximum-likelihood,optimization,covariance
What could cause big differences in correlation coefficient between Pearson&#39;s and Spearman&#39;s correlation for a given dataset?	question	correlation,spearman-rho
How to interpret confidence interval of the difference in means in one sample T-test?	question	confidence-interval
Fitting an exponential model to data	question	r
Is there an equivalent to Kruskal Wallis one-way test for a two-way model?	question	anova,nonparametric,permutation-test,kruskal-wallis
Singular gradient error in nls with correct starting values	question	r,nonlinear-regression,nls
Building a linear model for a ratio vs. percentage?	question	regression,logistic
Good online resource with tips on graphing association between two numeric variables under various conditions	question	data-visualization,correlation,teaching,rule-of-thumb,scatterplot
Logistic regression for time series	question	r,time-series,logistic
Efficient calculation of matrix inverse in R	question	r,matrix-decomposition,matrix-inverse,numerics
What is the curse of dimensionality?	question	theory
How can I calculate the confidence interval of a mean in a non-normally distributed sample?	question	confidence-interval,nonparametric,bootstrap,descriptive-statistics,skewness
Intraclass correlation (ICC) for an interaction?	question	r,lme4-nlme,intraclass-correlation
Regression vs. ANOVA discrepancy (aov vs lm in R)	question	r,regression,anova
Calculating statistical power	question	power-analysis
How would you design a machine learning system to play Angry Birds?	question	machine-learning,reinforcement-learning
How should mixed effects models be compared and or validated?	question	hypothesis-testing,mixed-model,cross-validation,aic,degrees-of-freedom
Why Levene test of equality of variances rather than F ratio?	question	hypothesis-testing,anova,variance,t-test,heteroscedasticity
Dropping unused levels in facets with ggplot2	question	r,data-visualization,ggplot2
Comparing clusterings: Rand Index vs Variation of Information	question	machine-learning,clustering,metric
PCA when the dimensionality is greater than the number of samples	question	pca,dimensionality-reduction,svd
How to write a linear model formula with 100 variables in R	question	r
Model stability when dealing with large $p$, small $n$ problem	question	regression,cross-validation,model-selection,feature-selection,elastic-net
Role of n.minobsinnode parameter of GBM in R	question	r,gbm
What to say to a client that thinks confidence intervals are too wide to be useful?	question	confidence-interval,interpretation
How can I align/synchronize two signals?	question	r,time-series,signal-processing,measurement
How can I generate data with a prespecified correlation matrix?	question	correlation,matlab,random-generation,correlation-matrix
What happens when you apply SVD to a collaborative filtering problem? What is the difference between the two?	question	machine-learning,svd,recommender-system
Comparing and contrasting, p-values, significance levels and type I error	question	hypothesis-testing,probability,statistical-significance,p-value,error
Why do Lars and Glmnet give different solutions for the Lasso problem?	question	r,regression,machine-learning,lasso,regularization
Regression modelling with unequal variance	question	r,generalized-linear-model,linear-model,heteroscedasticity,gamlss
Difference between regression analysis and analysis of variance?	question	regression
Why bother with low rank approximations?	question	r,matrix,approximation
Natural interpretation for LDA hyperparameters	question	interpretation,prior,topic-models,hyperparameter
When is quantile regression worse than OLS?	question	least-squares,econometrics,regression-strategies,quantile-regression,semiparametric
How the &#39;NA&#39; values are treated in glm in R	question	r,generalized-linear-model,missing-data
Bias correction in weighted variance	question	variance,unbiased-estimator,weighted-mean,weighted-data,bias-correction
What&#39;s the most pain-free way to fit logistic growth curves in R?	question	r,nonlinear-regression,curve-fitting,logistic-curve
R&#39;s randomForest can not handle more than 32 levels. What is workaround?	question	r,random-forest,many-categories
Is it important for statisticians to learn machine learning?	question	machine-learning,careers
Caret and randomForest number of trees	question	r,machine-learning,random-forest,caret
Connection between Fisher metric and the relative entropy	question	mathematical-statistics,kullback-leibler,fisher-information
How to deal with an SVM with categorical attributes	question	categorical-data,svm
Regression for a model of form $y=ax^k$?	question	r,regression,nonlinear-regression
How does bootstrapping in R actually work?	question	r,regression,bootstrap,regression-coefficients
Importance of predictors in multiple regression: Partial $R^2$ vs. standardized coefficients	question	r,regression,multiple-regression,regression-coefficients,r-squared
Benefits of using QQ-plots over histograms	question	references,histogram,binning,qq-plot
What is the manifold assumption in semi-supervised learning?	question	machine-learning,unsupervised-learning,supervised-learning,semi-supervised,manifold-learning
How to cluster time series?	question	time-series,clustering,spss
What exactly does a non-parametric test accomplish &amp; What do you do with the results?	question	hypothesis-testing,nonparametric,wilcoxon-mann-whitney
sum of noncentral Chi-square random variables	question	distributions,chi-squared,random-variable,saddlepoint-approximation
t-test on highly skewed data	question	t-test,skewness,permutation-test
Generating random variables from a mixture of Normal distributions	question	r,random-generation,mixture
Machine Learning to Predict Class Probabilities	question	machine-learning,probability,logistic,classification,naive-bayes
Estimating the most important features in a k-means cluster partition	question	machine-learning,clustering,k-means,importance
Is the W statistic output by wilcox.test() in R the same as the U statistic?	question	r,wilcoxon-mann-whitney
Posterior very different to prior and likelihood	question	bayesian,prior,posterior,likelihood
How true is this slide on deep learning claiming that all improvements from 1980s are only due to much more data and much faster computers?	question	deep-learning,deep-belief-networks
How to apply binomial GLMM (glmer) to percentages rather than yes-no counts?	question	r,logistic,mixed-model,glmm,lme4-nlme
How to keep exploratory analyses of large datasets in check?	question	eda,project-management
Bayesian Survival Analysis: please, write me a prior for Kaplan Meier!	question	bayesian,survival,kaplan-meier
KKT versus unconstrained formulation of lasso regression	question	regression,lasso,penalized
Interpreting spline results	question	splines
k-fold Cross validation of ensemble learning	question	classification,cross-validation,ensemble
Is there a decision-tree-like algorithm for unsupervised clustering?	question	r,machine-learning,clustering,cart
Asymptotic distribution of sample variance of non-normal sample	question	mathematical-statistics,variance,central-limit-theorem,asymptotics
Not normalizing data before PCA gives better explained variance ratio	question	pca
Extreme Value Theory - Show: Normal to Gumbel	question	probability,normal-distribution,convergence,extreme-value
Is Fisher&#39;s LSD as bad as they say it is?	question	anova,multiple-comparisons,post-hoc,bonferroni,fishers-lsd
Under what circumstances is an MA process or AR process appropriate?	question	time-series,autoregressive,moving-average
What is the difference between logistic and logit regression?	question	regression,logistic,terminology,logit,odds
Why do the estimated values from a Best Linear Unbiased Predictor (BLUP) differ from a Best Linear Unbiased Estimator (BLUE)?	question	mixed-model,blue,blup,small-area-estimation
interpreting estimates of cloglog logistic regression	question	logistic,regression-coefficients
&quot;The total area underneath a probability density function is 1&quot; - relative to what?	question	probability,pdf,integral
How to set up neural network to output ordinal data?	question	neural-networks,ordinal-data,softmax
Neyman-Pearson lemma	question	hypothesis-testing,self-study,references,inference,likelihood-ratio
Real-life examples of Markov Decision Processes	question	markov-process
What are the benefits of using ReLU over softplus as activation functions?	question	machine-learning,neural-networks
Best way to deal with heteroscedasticity?	question	r,generalized-linear-model,heteroscedasticity,lm
Shrunken $r$ vs unbiased $r$: estimators of $\rho$	question	correlation,pearson-r,unbiased-estimator,estimators,point-estimation
How can you visualize the relationship between 3 categorical variables?	question	r,data-visualization,categorical-data
Why is the normality of residuals &quot;barely important at all&quot; for the purpose of estimating the regression line?	question	regression,residuals,assumptions
Importance of the bias node in neural networks	question	neural-networks,deep-learning,bias-node
How to systematically remove collinear variables in Python?	question	python,multicollinearity,scikit-learn
When to use Poisson vs. geometric vs. negative binomial GLMs for count data?	question	generalized-linear-model,negative-binomial,count-data,poisson-regression,zero-inflation
What&#39;s the difference between a Markov Random Field and a Conditional Random Field?	question	probability,graphical-model,graph-theory,conditional-random-field,markov-random-field
Why is the quasi-Poisson in GLM not treated as a special case of negative binomial?	question	r,generalized-linear-model,negative-binomial,poisson-regression,quasi-likelihood
Distribution of the largest fragment of a broken stick (spacings)	question	distributions,uniform,order-statistics,dirichlet-distribution,maximum
How LDA, a classification technique, also serves as dimensionality reduction technique like PCA	question	classification,pca,dimensionality-reduction,discriminant-analysis,canonical-correlation
What non-Bayesian methods are there for predictive inference?	question	prediction,inference,prediction-interval
What are the assumptions of ridge regression and how to test them?	question	regression,assumptions,ridge-regression
Distribution of difference between two normal distributions	question	distributions,normal-distribution,distance
Why is the logistic distribution called &quot;logistic&quot;?	question	terminology,history,etymology,logistic-curve,logistic-distribution
In machine learning, why are superscripts used instead of subscripts?	question	machine-learning,notation
Why don&#39;t Bayesian methods require multiple testing corrections?	question	hypothesis-testing,bayesian,multiple-comparisons
If the Epanechnikov kernel is theoretically optimal when doing Kernel Density Estimation, why isn&#39;t it more commonly used?	question	nonparametric,kernel-smoothing
Why are the weights of RNN/LSTM networks shared across time?	question	machine-learning,lstm,rnn
Is there such a thing as an adjusted $R^2$ for a quantile regression model?	question	goodness-of-fit,r-squared,quantile-regression
Can Machine Learning or Deep Learning algorithms be utilised to &quot;improve&quot; the sampling process of a MCMC technique?	question	machine-learning,mcmc,monte-carlo,markov-process
A measure of &quot;variance&quot; from the covariance matrix?	question	variance,covariance,covariance-matrix
When A and B are positively related variables, can they have opposite effect on their outcome variable C?	question	regression,correlation
What is the oracle property of an estimator?	question	feature-selection,model-selection,estimators,oracle
Can someone help to explain the difference between independent and random?	question	distributions,sampling,randomness
Is there any relationship among cosine similarity, pearson correlation, and z-score?	question	correlation,z-score,cosine-similarity
Should training samples randomly drawn for mini-batch training neural nets be drawn without replacement?	question	machine-learning,neural-networks,optimization,deep-learning
About CNN, kernels and scale/rotation invariance	question	neural-networks,deep-learning,conv-neural-network
Is there any intuitive explanation of why logistic regression will not work for perfect separation case? And why adding regularization will fix it?	question	logistic,generalized-linear-model,optimization,intuition,separation
Empirical CDF vs CDF	question	distributions,terminology,cdf,ecdf
&quot;Model failed to converge&quot; warning in lmer()	question	r,mixed-model,lme4-nlme
What is/are the implicit priors in frequentist statistics?	question	bayesian,prior,posterior,frequentist
How does it make sense to do OLS after LASSO variable selection?	question	regression,feature-selection,econometrics,least-squares,lasso
How to perform isometric log-ratio transformation	question	r,multivariate-analysis,data-transformation,compositional-data
Difference between missing data and sparse data in machine learning algorithms	question	machine-learning,dataset,missing-data,sparse
Intuitive explanation of the $(X^TX)^{-1}$ term in the variance of least square estimator	question	regression,variance,least-squares
Average value paradox - What is this called?	question	proportion,descriptive-statistics,paradox
Why is the cost function of neural networks non-convex?	question	machine-learning,neural-networks,optimization,loss-functions,convex
0-1 Loss Function explanation	question	machine-learning,classification,loss-functions
Non-parametric test if two samples are drawn from the same distribution	question	r,hypothesis-testing,nonparametric,wilcoxon-mann-whitney,wilcoxon-signed-rank
How do I make my neural network better at predicting sine waves?	question	regression,neural-networks,python,keras
Can somebody explain to me NUTS in english?	question	bayesian,monte-carlo,markov-process
Feature importance with dummy variables	question	categorical-data,random-forest,interpretation,importance
Multi-layer perceptron vs deep neural network	question	neural-networks,perceptron
Why KL divergence is non-negative?	question	information-theory,kullback-leibler
Maximum Likelihood Estimators - Multivariate Gaussian	question	normal-distribution,maximum-likelihood,estimators,multivariate-normal
What exactly is a seed in a random number generator?	question	random-generation
How many times must I roll a die to confidently assess its fairness?	question	probability,inference,pdf,dice
An example where the likelihood principle *really* matters?	question	mathematical-statistics,likelihood,philosophical,likelihood-principle
Is it a good idea to use CNN to classify 1D signal?	question	neural-networks,svm,conv-neural-network,signal-processing
Why is softmax function used to calculate probabilities although we can divide each value by the sum of the vector?	question	machine-learning,neural-networks,softmax
Are differences between uniformly distributed numbers uniformly distributed?	question	distributions,uniform
How do I analytically calculate variance of a recursive random variable?	question	probability,variance,expected-value,recurrent-events,probability-generating-fn
Confused about independent probabilities. If a fair coin is flipped 5 times, P(HHHHH) = 0.03125, but P(H | HHHH) = 0.5	question	probability,independence
How do I intentionally design an overfitting neural network?	question	neural-networks,overfitting
Good resource to understand ANOVA and ANCOVA?	question	anova,references,ancova
Mean of a sliding window in R	question	r
How to measure/argue the goodness of fit of a trendline to a power law?	question	goodness-of-fit,power-law
Adjusting for covariates in ROC curve analysis	question	epidemiology,roc
Comparison between MaxEnt, ML, Bayes and other kind of statistical inference methods	question	entropy,inference
What are some alternatives to a boxplot?	question	distributions,data-visualization,boxplot
Cross Validation (error generalization) after model selection	question	machine-learning,model-selection,data-mining,cross-validation
Introduction to measure theory	question	probability,bayesian,references,theory
How to use weights in function lm in R?	question	r,regression
What is the relation between estimator and estimate?	question	estimation,terminology,estimators
Why is a $p(\sigma^2)\sim\text{IG(0.001, 0.001)}$ prior on variance considered weak?	question	bayesian,multilevel-analysis,prior
Bonferroni or Tukey? When does the number of comparisons become large?	question	anova,multiple-comparisons,post-hoc,bonferroni,tukey-hsd
Difficulty of testing linearity in regression	question	regression,goodness-of-fit
How to set up and estimate a multinomial logit model in R?	question	r,logistic,multinomial,logit,jmp
Marginal distribution of the diagonal of an inverse Wishart distributed matrix	question	distributions,probability,pdf
Compute approximate quantiles for a stream of integers using moments?	question	algorithms,mathematical-statistics,moments
Whether to use structural equation modelling to analyse observational studies in psychology	question	scales,causality,sem,observational-study
How can I predict values from new inputs of a linear model in R?	question	r,forecasting,linear-model
To what extent is the distinction between correlation and causation relevant to Google?	question	machine-learning,causality
Auto.arima with daily data: how to capture seasonality/periodicity?	question	r,time-series,arima,seasonality
What is the difference between &quot;margin of error&quot; and &quot;standard error&quot;?	question	standard-error,definition
What does &quot;unbiasedness&quot; mean?	question	theory,unbiased-estimator,descriptive-statistics
Example of strong correlation coefficient with a high p value	question	r,hypothesis-testing,correlation
Caret re-sampling methods	question	r,resampling,caret
Hypothesis testing and significance for time series	question	time-series,hypothesis-testing,statistical-significance
Formula symbols for mixed model using lme4	question	r,mixed-model,lme4-nlme
Link between variance and pairwise distances within a variable	question	variance,distance
Examples of hidden Markov models problems?	question	algorithms,markov-process
Why should we care about rapid mixing in MCMC chains?	question	mcmc
What sense does it make to compare p-values to each other?	question	statistical-significance,t-test,p-value,effect-size
Modern neural networks that build their own topology	question	neural-networks
Functional principal component analysis (FPCA): what is it all about?	question	time-series,pca,dimensionality-reduction,functional-data-analysis
Paired t-test as a special case of linear mixed-effect modeling	question	r,mixed-model,t-test,repeated-measures,lme4-nlme
When is distance covariance less appropriate than linear covariance?	question	correlation,covariance,distance-covariance
How to decompose a time series with multiple seasonal components?	question	r,time-series,forecasting,decomposition,multiple-seasonalities
Is a log transformation a valid technique for t-testing non-normal data?	question	normal-distribution,data-transformation,t-test,lognormal
Moving-average model error terms	question	regression,time-series,arima,box-jenkins
&quot;Investigator intention&quot; and thresholds/p-values	question	hypothesis-testing
When do Markov random fields $\neq$ exponential families?	question	mathematical-statistics,graphical-model
First step for big data ($N = 10^{10}$, $p = 2000$)	question	r,machine-learning,data-mining,large-data
Computing prediction intervals for logistic regression	question	r,regression,confidence-interval,logistic,prediction-interval
Stacking/ensembling models with caret	question	r,caret,ensemble
What is empirical entropy?	question	information-theory,entropy
Multivariate normal posterior	question	bayesian,normal-distribution,matrix,posterior,linear-algebra
