name	type	tags
Experimental evidence supporting Tufte-style visualizations?	question	data-visualization
Evaluation measures of goodness or validity of clustering (without having truth labels)	question	clustering,unsupervised-learning
Things to consider about masters programs in statistics	question	machine-learning,mathematical-statistics,careers
Danger of setting all initial weights to zero in Backpropagation	question	neural-networks,backpropagation
Why is the Dirichlet distribution the prior for the multinomial distribution?	question	bayesian,dirichlet-distribution,conjugate-prior
What are the values p, d, q, in ARIMA?	question	r,time-series,arima
Quantile regression: Which standard errors?	question	r,standard-error,quantile-regression,estimators
Test for bimodal distribution	question	r,hypothesis-testing,distributions,bimodal
K-fold vs. Monte Carlo cross-validation	question	cross-validation,monte-carlo
Why is a likelihood-ratio test distributed chi-squared?	question	distributions,chi-squared,likelihood-ratio
Comparing two models using anova() function in R	question	r,anova
How can I test whether a random effect is significant?	question	mixed-model,lme4-nlme,random-effects-model,glmm
Does down-sampling change logistic regression coefficients?	question	logistic,unbalanced-classes,case-control-study
Mixed Effects Model with Nesting	question	r,mixed-model,model,nested-data,lme4-nlme
What is quasi-binomial distribution (in the context of GLM)?	question	r,generalized-linear-model,binomial,overdispersion,quasi-likelihood
Examples of PCA where PCs with low variance are &quot;useful&quot;	question	pca
The meaning of &quot;positive dependency&quot; as a condition to use the usual method for FDR control	question	multiple-comparisons,non-independent,false-discovery-rate
How can I analytically prove that randomly dividing an amount results in an exponential distribution (of e.g. income and wealth)?	question	distributions,mathematical-statistics,exponential
Proof that the coefficients in an OLS model follow a t-distribution with (n-k) degrees of freedom	question	regression,linear-model,least-squares,t-distribution
Clustering a long list of strings (words) into similarity groups	question	clustering,k-means,pattern-recognition
Are all simulation methods some form of Monte Carlo?	question	monte-carlo
Is p-value essentially useless and dangerous to use?	question	hypothesis-testing,statistical-significance,bayesian,p-value,reproducible-research
Random walk on the edges of a cube	question	probability,random-walk
Logistic Regression: Bernoulli vs. Binomial Response Variables	question	logistic,binomial,aic,bernoulli-distribution,deviance
When will L1 regularization work better than L2 and vice versa?	question	regression,lasso,regularization,ridge-regression
How are Random Forests not sensitive to outliers?	question	random-forest,bootstrap,outliers,cart
Linearity of PCA	question	pca,linear
What statistical blogs would you recommend?	question	references
Free data set for very high dimensional classification	question	machine-learning,classification,dataset,large-data
Why is Poisson regression used for count data?	question	count-data,poisson-regression
ANOVA on binomial data	question	logistic,anova,data-transformation,binomial,experiment-design
Difference between longitudinal design and time series	question	time-series,panel-data
Justification of one-tailed hypothesis testing	question	hypothesis-testing
How does R handle missing values in lm?	question	r,missing-data,linear-model
Significance contradiction in linear regression: significant t-test for a coefficient vs non-significant overall F-statistic	question	regression,hypothesis-testing,multiple-comparisons,multiple-regression,t-test
Clustering a dataset with both discrete and continuous variables	question	clustering,k-means,discrete-data,continuous-data,gaussian-mixture
Interpreting residual diagnostic plots for glm models?	question	generalized-linear-model,diagnostic,residuals
Can you overfit by training machine learning algorithms using CV/Bootstrap?	question	machine-learning,cross-validation,bootstrap,optimization,resampling
Difference between generalized linear models &amp; generalized linear mixed models	question	mixed-model,generalized-linear-model,glmm,gee
Data has two trends; how to extract independent trendlines?	question	time-series,python,curve-fitting
How to prove that the radial basis function is a kernel?	question	svm,kernel-trick
Intuition behind tensor product interactions in GAMs (MGCV package in R)	question	r,nonparametric,interaction,splines,intuition
Purpose of the link function in generalized linear model	question	regression,generalized-linear-model,link-function,irls
Backpropagation vs Genetic Algorithm for Neural Network training	question	neural-networks,genetic-algorithms,backpropagation
Model selection and cross-validation: The right way	question	cross-validation,model-selection
Does the beta distribution have a conjugate prior?	question	beta-distribution,conjugate-prior
What is the relationship between the mean squared error and the residual sum of squares function?	question	residuals,mse
How to calculate relative error when the true value is zero?	question	error,measurement-error
Relative importance of a set of predictors in a random forests classification in R	question	r,machine-learning,classification,random-forest
Understanding shape and calculation of confidence bands in linear regression	question	regression,confidence-interval
How to interpret the coefficient of variation?	question	descriptive-statistics,coefficient-of-variation
When is the bootstrap estimate of bias valid?	question	bootstrap,bias
Differences between Bhattacharyya distance and KL divergence	question	mathematical-statistics,information-theory,kullback-leibler,bhattacharyya
Do we need gradient descent to find the coefficients of a linear regression model?	question	regression,machine-learning,linear-model,gradient-descent
Relative variable importance for Boosting	question	machine-learning,data-mining,predictive-models,cart,boosting
Pre-training in deep convolutional neural network?	question	machine-learning,neural-networks,deep-learning,conv-neural-network,autoencoders
Why is the null hypothesis often sought to be rejected?	question	hypothesis-testing
Approximate $e$ using Monte Carlo Simulation	question	simulation,monte-carlo,algorithms,random-generation,numerical-integration
Is it OK to remove outliers from data?	question	outliers
Neural Network: For Binary Classification use 1 or 2 output neurons?	question	machine-learning,classification,neural-networks
How to choose between ROC AUC and F1 score?	question	machine-learning,modeling,roc,scoring-rules
What does the Akaike Information Criterion (AIC) score of a model mean?	question	self-study,model-selection,aic,entropy,information-theory
When should I balance classes in a training data set?	question	machine-learning,classification,unbalanced-classes
Think like a bayesian, check like a frequentist: What does that mean?	question	bayesian,data-mining,frequentist
Deriving Bellman&#39;s Equation in Reinforcement Learning	question	expected-value,reinforcement-learning
Why does logistic regression become unstable when classes are well-separated?	question	r,regression,logistic,separation
Why is generating 8 random bits uniform on (0, 255)?	question	binomial,random-generation,uniform
Mathematical differences between GBM, XGBoost, LightGBM, CatBoost?	question	boosting,xgboost
How to handle a &quot;self defeating&quot; prediction model?	question	machine-learning,predictive-models
What if my linear regression data contains several co-mingled linear relationships?	question	regression,linear-model,dataset
Intuitive explanation of Kolmogorov Smirnov Test	question	distributions,intuition,cdf,kolmogorov-smirnov,ecdf
Is LSTM (Long Short-Term Memory) dead?	question	machine-learning,natural-language,lstm,sequence-analysis
What is the weak side of decision trees?	question	machine-learning,nonparametric,cart
What&#39;s the relation between hierarchical models, neural networks, graphical models, bayesian networks?	question	causality,neural-networks,multilevel-analysis,graphical-model
Variance of a function of one random variable	question	variance,random-variable,delta-method
How does cross-validation overcome the overfitting problem?	question	regression,cross-validation,model-selection,overfitting
Standard error clustering in R (either manually or in plm)	question	r,panel-data,standard-error,fixed-effects-model,clustered-standard-errors
Is there a boxplot variant for Poisson distributed data?	question	data-visualization,poisson-distribution,boxplot
Information gain, mutual information and related measures	question	information-theory
Why is it bad to teach students that p-values are the probability that findings are due to chance?	question	p-value,randomness,teaching
Why is RSS distributed chi square times n-p?	question	regression,distributions,least-squares
What is the most accurate way of determining an object&#39;s color?	question	image-processing
Can SVM do stream learning one example at a time?	question	machine-learning,svm,neural-networks
PCA objective function: what is the connection between maximizing variance and minimizing error?	question	pca,optimization
Determining sample size necessary for bootstrap method / Proposed Method	question	bootstrap,sample-size,methodology
X and Y are not correlated, but X is significant predictor of Y in multiple regression. What does it mean?	question	regression,correlation,interpretation,causality
Propensity score matching after multiple imputation	question	missing-data,propensity-scores
How to calculate pooled variance of two or more groups given known group variances, means, and sample sizes?	question	variance,pooling
How to determine the quality of a multiclass classifier	question	machine-learning,classification,multi-class
Are the digits of $\pi$ statistically random?	question	random-generation,randomness
How to interpret p-value of Kolmogorov-Smirnov test (python)?	question	python
Polynomial regression using scikit-learn	question	regression,machine-learning,large-data,polynomial,scikit-learn
How to translate the results from lm() to an equation?	question	r,regression,lm
Gamma vs. lognormal distributions	question	pdf,gamma-distribution,lognormal
Why use vector error correction model?	question	time-series,forecasting,var,cointegration,vecm
Birthday paradox with a (huge) twist: Probability of sharing exact same date of birth with partner?	question	probability,birthday-paradox
What is the intuitive reason behind doing rotations in Factor Analysis/PCA &amp; how to select appropriate rotation?	question	pca,interpretation,factor-analysis,dimensionality-reduction,factor-rotation
Why are there two spellings of &quot;heteroskedastic&quot; or &quot;heteroscedastic&quot;?	question	terminology,heteroscedasticity,etymology
(Why) Has Kohonen-style SOM fallen out of favor?	question	clustering,self-organizing-maps
Theory behind partial least squares regression	question	regression,references,regularization,svd,partial-least-squares
What does entropy tell us?	question	entropy
Is there an explanation for why there are so many natural phenomena that follow normal distribution?	question	distributions,normal-distribution,normality-assumption,uniform
Understanding LSTM units vs. cells	question	neural-networks,terminology,lstm,rnn,tensorflow
What is the proper usage of scale_pos_weight in xgboost for imbalanced datasets?	question	unbalanced-classes,xgboost
Why do we need multivariate regression (as opposed to a bunch of univariate regressions)?	question	regression,multiple-regression,inference,multivariate-regression
Is there any supervised-learning problem that (deep) neural networks obviously couldn&#39;t outperform any other methods?	question	machine-learning,svm,kernel-trick,supervised-learning
What are the shortcomings of the Mean Absolute Percentage Error (MAPE)?	question	accuracy,mape
Why does Andrew Ng prefer to use SVD and not EIG of covariance matrix to do PCA?	question	pca,linear-algebra,svd,eigenvalues,numerics
how to weight KLD loss vs reconstruction loss in variational auto-encoder	question	machine-learning,deep-learning,tensorflow,autoencoders,variational-bayes
Do we have to tune the number of trees in a random forest?	question	classification,optimization,random-forest,hyperparameter
If a credible interval has a flat prior, is a 95% confidence interval equal to a 95% credible interval?	question	bayesian,confidence-interval,estimation,prior,credible-interval
Intuitive explanation of &quot;Statistical Inference&quot;	question	machine-learning,inference,intuition
What is normality?	question	distributions,normality-assumption
Statistical classification of text	question	classification,information-retrieval,text-mining
How do you convey the beauty of the Central Limit Theorem to a non-statistician?	question	theory,central-limit-theorem
When is logistic regression solved in closed form?	question	logistic,generalized-linear-model
Is Kolmogorov-Smirnov test valid with discrete distributions?	question	hypothesis-testing,discrete-data,kolmogorov-smirnov
Regression coefficients that flip sign after including other predictors	question	regression,predictor
Variable importance from SVM	question	machine-learning,feature-selection,svm
How to teach students who fear statistics?	question	teaching
How do I calculate a weighted standard deviation? In Excel?	question	standard-deviation,excel,weighted-mean
Data mining: How should I go about finding the functional form?	question	regression,machine-learning,algorithms,model-selection,data-mining
What is the difference between &quot;mean value&quot; and &quot;average&quot;?	question	mean,interpretation,terminology
Relation between confidence interval and testing statistical hypothesis for t-test	question	hypothesis-testing,confidence-interval
How to fit an ARIMAX-model with R?	question	time-series,modeling,arima
How to plot decision boundary of a k-nearest neighbor classifier from Elements of Statistical Learning?	question	r,data-visualization,k-nearest-neighbour
How to train and validate a neural network model in R?	question	r,neural-networks
Raw residuals versus standardised residuals versus studentised residuals - what to use when?	question	goodness-of-fit,residuals
What is the fiducial argument and why has it not been accepted?	question	inference,philosophical,fiducial
What is the difference between a stationary test and a unit root test?	question	time-series,stationarity,unit-root,augmented-dickey-fuller,kpss-test
Origin of &quot;5$\sigma$&quot; threshold for accepting evidence in particle physics?	question	hypothesis-testing,p-value,history
How is Poisson distribution different to normal distribution?	question	distributions,histogram,normal-distribution,poisson-distribution
Difference between naive Bayes &amp; multinomial naive Bayes	question	bayesian,classification,text-mining,naive-bayes
L1 regression estimates median whereas L2 regression estimates mean?	question	lasso,regularization,loss-functions,ridge-regression
How to get started with neural networks	question	machine-learning,neural-networks,references
What is the difference between logistic regression and neural networks?	question	logistic,neural-networks,intuition
Which search range for determining SVM optimal C and gamma parameters?	question	classification,svm,kernel-trick
Kernel logistic regression vs SVM	question	svm
Understanding p-value	question	hypothesis-testing,p-value,interpretation
How to derive the least square estimator for multiple linear regression?	question	regression,multiple-regression,generalized-linear-model,linear-model
Is it possible to find the combined standard deviation?	question	standard-deviation
How do you Interpret RMSLE (Root Mean Squared Logarithmic Error)?	question	regression,machine-learning,interpretation,measurement-error,theory
Link Anomaly Detection in Temporal Network	question	time-series,machine-learning,outliers,python,change-point
What&#39;s the difference between &quot;deep learning&quot; and multilevel/hierarchical modeling?	question	machine-learning,multilevel-analysis,hierarchical-bayesian,deep-learning
PCA on correlation or covariance: does PCA on correlation ever make sense?	question	pca,factor-analysis
(Why) do overfitted models tend to have large coefficients?	question	regression,variance,linear-model,bias,regularization
Bound for the correlation of three random variables	question	correlation,correlation-matrix
Replacing outliers with mean	question	mean,outliers,robust,winsorizing
Datasets constructed for a purpose similar to that of Anscombe&#39;s quartet	question	regression,data-visualization,dataset
What would a robust Bayesian model for estimating the scale of a roughly normal distribution be?	question	r,bayesian,estimation,standard-deviation,robust
Does a sample version of the one-sided Chebyshev inequality exist?	question	probability,mathematical-statistics,probability-inequalities,mean
Statistical test to tell whether two samples are pulled from the same population?	question	statistical-significance
Why do political polls have such large sample sizes?	question	sampling,sample-size,power-analysis
Is it possible to change a hypothesis to match observed data (aka fishing expedition) and avoid an increase in Type I errors?	question	hypothesis-testing
Why use stratified cross validation? Why does this not damage variance related benefit?	question	cross-validation,resampling,stratification
Interpretation of plot (glm.model)	question	r,logistic,data-visualization,generalized-linear-model,qq-plot
Latent Class Analysis vs. Cluster Analysis - differences in inferences?	question	clustering,latent-variable,latent-class
Is a time series the same as a stochastic process?	question	time-series,stochastic-processes,definition
Finding Quartiles in R	question	r,quantiles
How is Naive Bayes a Linear Classifier?	question	classification,naive-bayes
How do you use the &#39;test&#39; dataset after cross-validation?	question	machine-learning,cross-validation,validation
Combining probabilities/information from different sources	question	probability,bayesian,pooling,model-averaging,forecast-combination
How would PCA help with a k-means clustering analysis?	question	clustering,pca,k-means,dimensionality-reduction
Degrees of freedom of $\chi^2$ in Hosmer-Lemeshow test	question	regression,logistic,goodness-of-fit,degrees-of-freedom,hosmer-lemeshow-test
What does the term saturating nonlinearities mean?	question	machine-learning,neural-networks,terminology,conv-neural-network
Is p-value a point estimate?	question	confidence-interval,estimation,p-value,estimators,point-estimation
Is this the state of art regression methodology?	question	predictive-models,boosting,bagging,stacking,model-averaging
Building an autoencoder in Tensorflow to surpass PCA	question	pca,python,deep-learning,tensorflow,autoencoders
Training loss goes down and up again. What is happening?	question	machine-learning,neural-networks,loss-functions,lstm
Why do some people use -999 or -9999 to replace missing values?	question	missing-data
Why use regularisation in polynomial regression instead of lowering the degree?	question	regression,machine-learning,optimization,regularization,polynomial
Is Tikhonov regularization the same as Ridge Regression?	question	regression,terminology,regularization,ridge-regression,tikhonov-regularization
Is there any algorithm combining classification and regression?	question	regression,machine-learning,classification,predictive-models,finite-mixture-model
Why is mean squared error the cross-entropy between the empirical distribution and a Gaussian model?	question	machine-learning,normal-distribution,cross-entropy
What is the advantages of Wasserstein metric compared to Kullback-Leibler divergence?	question	distributions,kullback-leibler,metric,wasserstein
Why are there no deep reinforcement learning engines for chess, similar to AlphaGo?	question	neural-networks,deep-learning,reinforcement-learning,games
What did my neural network just learn? What features does it care about and why?	question	neural-networks,deep-learning
Are there any examples of where the central limit theorem does not hold?	question	probability,mathematical-statistics,normal-distribution,central-limit-theorem
What is the difference between the Shapiro-Wilk test of normality and the Kolmogorov-Smirnov test of normality?	question	distributions,statistical-significance,normality-assumption,kolmogorov-smirnov
What stop-criteria for agglomerative hierarchical clustering are used in practice?	question	clustering
Modelling longitudinal data where the effect of time varies in functional form between individuals	question	repeated-measures,random-effects-model,latent-class
Measuring the &quot;distance&quot; between two multivariate distributions	question	multivariate-analysis,terminology,distance-functions
Distributions other than the normal where mean and variance are independent	question	distributions
Multiple comparisons on a mixed effects model	question	r,anova,mixed-model,multiple-comparisons,repeated-measures
What is the hardest statistical concept to grasp?	question	teaching
How do I fit a multilevel model for over-dispersed poisson outcomes?	question	r,mixed-model,poisson-distribution,lme4-nlme,overdispersion
Statistical methods to more efficiently plot data when millions of points are present?	question	r,data-visualization
How to change data between wide and long formats in R?	question	data-transformation,r
Visualizing a million, PCA edition	question	r,data-visualization,pca,biplot
Does Cox Regression have an underlying Poisson distribution?	question	regression,poisson-distribution,cox-model
Variance on the sum of predicted values from a mixed effect model on a timeseries	question	mixed-model,variance,random-variable
How to find confidence intervals for ratings?	question	confidence-interval,estimation
Doing principal component analysis or factor analysis on binary data	question	spss,categorical-data,pca,factor-analysis,binary-data
Why is variable selection necessary?	question	modeling,feature-selection
Optimising for Precision-Recall curves under class imbalance	question	machine-learning,roc,precision-recall,unbalanced-classes,data-visualization
Are there algorithms for computing &quot;running&quot; linear or logistic regression parameters?	question	regression,logistic,online
Is there a Project Euler-alike for machine learning?	question	teaching
How to draw neat polygons around scatterplot regions in ggplot2	question	ggplot2,scatterplot
Is whitening always good?	question	machine-learning,data-transformation,whitening
What are some useful guidelines for GBM parameters?	question	r,hypothesis-testing,cart,boosting
Is it possible to calculate AIC and BIC for lasso regression models?	question	r,model-selection,lasso,aic,bic
What is the probability that this person is female?	question	conditional-probability,probability
How do I use the SVD in collaborative filtering?	question	svd,recommender-system
What test can I use to compare slopes from two or more regression models?	question	r,data-visualization,multivariate-analysis,hypothesis-testing
Machine learning techniques for parsing strings?	question	machine-learning,text-mining
Implementation of CRF in python	question	machine-learning,classification,python,conditional-random-field
Why squared residuals instead of absolute residuals in OLS estimation?	question	regression,estimation,least-squares,residuals
Line graph has too many lines, is there a better solution?	question	r,data-visualization
Estimate quantile of value in a vector	question	r,quantiles
What distribution does my data follow?	question	distributions,data-visualization,survival,reliability,distribution-identification
Mean absolute percentage error (MAPE) in Scikit-learn	question	predictive-models,python,scikit-learn,mape
Why is a sample covariance matrix singular when sample size is less than number of variables?	question	covariance-matrix,linear-algebra
lme and lmer comparison	question	r,mixed-model,lme4-nlme
Negative binomial regression question - is it a poor model?	question	regression,modeling,negative-binomial
Data &quot;exploration&quot; vs data &quot;snooping&quot;/&quot;torturing&quot;?	question	multiple-comparisons,interpretation,eda
Looking for a good and complete probability and statistics book	question	probability,self-study,mathematical-statistics,references
What does the anova() command do with a lmer model object?	question	r,anova,mixed-model,lme4-nlme
Am I creating bias by using the same random seed over and over?	question	random-generation
Is standardisation before Lasso really necessary?	question	normalization,lasso,standardization,regularization,shrinkage
What are the relative merits of Winsorizing vs. Trimming data?	question	mean,truncation,winsorizing,trimmed-mean,types-of-averages
How to determine the optimal threshold for a classifier and generate ROC curve?	question	machine-learning,svm
Color and line thickness recommendations for line plots	question	r,data-visualization
Intuitive explanation of convergence in distribution and convergence in probability	question	distributions,random-variable,convergence,intuition
Are smaller p-values more convincing?	question	hypothesis-testing,statistical-significance,confidence-interval,p-value,effect-size
Ensemble of different kinds of regressors using scikit-learn (or any other python framework)	question	regression,scikit-learn,ensemble
What is the difference between censoring and truncation?	question	self-study,censoring,truncation
Is cosine similarity identical to l2-normalized euclidean distance?	question	normalization,natural-language,euclidean,cosine-distance,cosine-similarity
Cost function in OLS linear regression	question	regression,machine-learning,loss-functions
What&#39;s the difference between logistic regression and perceptron?	question	regression,machine-learning,self-study,logistic,perceptron
What are the advantages of stacking multiple LSTMs?	question	classification,neural-networks,deep-learning,lstm,rnn
Should parsimony really still be the gold standard?	question	predictive-models,model-selection,model
Why is a comma a bad record separator/delimiter in CSV files?	question	project-management
Why do we need to normalize the images before we put them into CNN?	question	deep-learning,conv-neural-network,image-processing
Why are bias nodes used in neural networks?	question	machine-learning,neural-networks,bias-node
XGBoost Loss function Approximation With Taylor Expansion	question	optimization,loss-functions,boosting,xgboost,taylor-series
Cross-validation misuse (reporting performance for the best hyperparameter value)	question	cross-validation,references,model-selection,model-evaluation
Bootstrap prediction interval	question	bootstrap,prediction-interval
What exactly is the alpha in the Dirichlet distribution?	question	distributions,bayesian,dirichlet-distribution
Should I teach Bayesian or frequentist statistics first?	question	probability,hypothesis-testing,bayesian,frequentist,teaching
How is the cost function from Logistic Regression derivated	question	regression,logistic,gradient-descent,derivative
Why does basic hypothesis testing focus on the mean and not on the median?	question	hypothesis-testing,mean,inference,median
Dice-coefficient loss function vs cross-entropy	question	neural-networks,loss-functions,cross-entropy
If I generate a random symmetric matrix, what&#39;s the chance it is positive definite?	question	probability,matrix,random-generation,eigenvalues,random-matrix
Why does finding small effects in large studies indicate publication bias?	question	meta-analysis,publication-bias
What is a standard deviation?	question	standard-deviation
Open source tools for visualizing multi-dimensional data?	question	data-visualization,open-source
Interpretation of biplots in principal components analysis	question	r,pca,data-visualization,interpretation,biplot
What are the factors that cause the posterior distributions to be intractable?	question	bayesian,approximation,inference
How to increase longer term reproducibility of research (particularly using R and Sweave)	question	r,reproducible-research,project-management
Relationship between Binomial and Beta distributions	question	binomial,beta-binomial,beta-distribution
For which distributions are the parameterizations in BUGS and R different?	question	r,distributions,bugs,jags,parameterization
Good sources for learning Markov chain Monte Carlo (MCMC)	question	references,mcmc
Are there statistical lessons from the &quot;Bible Code&quot; episode	question	hypothesis-testing,data-mining
Accommodating entrenched views of p-values	question	inference,p-value
Checking if two Poisson samples have the same mean	question	hypothesis-testing,poisson-distribution
What is theta in a negative binomial regression fitted with R?	question	regression,generalized-linear-model,negative-binomial
Fitting an ARIMAX model with regularization or penalization (e.g. with the lasso, elastic net, or ridge regression)	question	r,time-series,lasso,regularization,elastic-net
Interpretation of Shapiro-Wilk test	question	r,distributions,interpretation,goodness-of-fit,normality-assumption
What does interaction depth mean in GBM?	question	r,machine-learning,boosting,gbm
How do the Goodman-Kruskal gamma and the Kendall tau or Spearman rho correlations compare?	question	spearman-rho,kendall-tau,goodman-kruskal-gamma
Can somebody offer an example of a unimodal distribution which has a skewness of zero but which is not symmetrical?	question	distributions,expected-value,skewness
Calculate Transition Matrix (Markov) in R	question	r,markov-process
How to know if a time series is stationary or non-stationary?	question	r,time-series,stationarity,augmented-dickey-fuller,kpss-test
Entropy-based refutation of Shalizi&#39;s Bayesian backward arrow of time paradox?	question	bayesian,entropy,maximum-entropy,philosophical
How to rigorously define the likelihood?	question	mathematical-statistics,likelihood,likelihood-ratio,parametric
Are inconsistent estimators ever preferable?	question	estimation,consistency
Real-life examples of common distributions	question	normal-distribution,references,gamma-distribution,beta-distribution,application
Interpretation of simple predictions to odds ratios in logistic regression	question	regression,logistic,interpretation,prediction,odds-ratio
Detecting significant predictors out of many independent variables	question	regression,pca,feature-selection,stepwise-regression,underdetermined
Dimensionality reduction (SVD or PCA) on a large, sparse matrix	question	r,pca,dimensionality-reduction,svd,matrix-decomposition
Simple way to algorithmically identify a spike in recorded errors	question	time-series,real-time
How to statistically compare the performance of machine learning classifiers?	question	machine-learning,classification,t-test
What is the difference between an estimator and a statistic?	question	terminology,estimators,definition
Neural network with skip-layer connections	question	regression,machine-learning,neural-networks,deep-learning
How to perform dimensionality reduction with PCA in R	question	r,pca
Should you ever standardise binary variables?	question	machine-learning,normalization,binary-data
What are the assumptions of negative binomial regression?	question	regression,generalized-linear-model,data-transformation,assumptions,negative-binomial
Difference between a SVM and a perceptron	question	machine-learning,svm,kernel-trick
libsvm data format	question	machine-learning,svm,python,libsvm,c++
How to understand SARIMAX intuitively?	question	regression,time-series,arima,autoregressive,intuition
Why are lower p-values not more evidence against the null? Arguments from Johansson 2011	question	hypothesis-testing,statistical-significance,p-value,philosophical
Which variance inflation factor should I be using: $\text{GVIF}$ or $\text{GVIF}^{1/(2\cdot\text{df})}$?	question	r,multicollinearity,vif
Why not report the mean of a bootstrap distribution?	question	distributions,bootstrap,standard-error,expected-value
Overfitting a logistic regression model	question	logistic,overfitting,regression-strategies
Cross-validation including training, validation, and testing. Why do we need three subsets?	question	machine-learning,cross-validation
McFadden&#39;s Pseudo-$R^2$ Interpretation	question	regression,self-study,logistic
Can ANOVA be significant when none of the pairwise t-tests is?	question	statistical-significance,anova,t-test,post-hoc
Distribution of scalar products of two random unit vectors in $D$ dimensions	question	mathematical-statistics,linear-algebra,beta-distribution
What is the proper name for a &quot;river plot&quot; visualisation	question	data-visualization,sankey-diagram
Why is AUC higher for a classifier that is less accurate than for one that is more accurate?	question	machine-learning,classification,roc,auc,bayesian-network
One-vs-All and One-vs-One in svm?	question	machine-learning,classification,svm
Difference between Bayes network, neural network, decision tree and Petri nets	question	machine-learning,neural-networks,bayesian-network,fuzzy
Is the exact value of a &#39;p-value&#39; meaningless?	question	statistical-significance,p-value,bonferroni
How many stickers do I need to complete my FIFA Panini album?	question	probability,coupon-collector-problem
Should we address multiple comparisons adjustments when using confidence intervals?	question	confidence-interval,multiple-comparisons,inference
Convolutional neural networks: Aren&#39;t the central neurons over-represented in the output?	question	machine-learning,neural-networks,convolution
&quot;Frequency&quot; value for seconds/minutes intervals data in R	question	r,time-series,arima,multiple-seasonalities,mape
If &#39;correlation doesn&#39;t imply causation&#39;, then if I find a statistically significant correlation, how can I prove the causality?	question	correlation,mathematical-statistics,causality
Inference vs. estimation?	question	machine-learning,inference,terminology
How to use both binary and continuous variables together in clustering?	question	r,clustering,binary-data,k-means,mixed-type-data
How should an individual researcher think about the false discovery rate?	question	statistical-significance,p-value,publication-bias,false-discovery-rate
How does linear regression use the normal distribution?	question	regression,probability,distributions,normal-distribution,modeling
Where&#39;s the graph theory in graphical models?	question	graphical-model,graph-theory,distributions
Is there a reliable nonparametric confidence interval for the mean of a skewed distribution?	question	confidence-interval,nonparametric,mean,bootstrap,median
What kind of information is Fisher information?	question	bayesian,maximum-likelihood,likelihood,intuition,fisher-information
Probability of being born on a leap day?	question	probability
Regression to the mean vs gambler&#39;s fallacy	question	regression,mean,games,fallacy,regression-to-the-mean
What do confidence intervals say about precision (if anything)?	question	bayesian,confidence-interval,frequentist,precision
Can deep neural network approximate multiplication function without normalization?	question	regression,machine-learning,neural-networks,deep-learning
Meaning (and proof) of &quot;RNN can approximate any algorithm&quot;	question	references,rnn
How to deal with hierarchical / nested data in machine learning	question	regression,machine-learning,multilevel-analysis
Step-by-step example of reverse-mode automatic differentiation	question	optimization,derivative,tensorflow,automatic-differentiation
Does mean=mode imply a symmetric distribution?	question	distributions,mean,skewness,mode,symmetry
Generating random numbers manually	question	normal-distribution,simulation,monte-carlo,random-generation,randomness
Why are random walks intercorrelated?	question	time-series,correlation,stationarity,random-walk
Consequences of the Gaussian correlation inequality for computing joint confidence intervals	question	normal-distribution,confidence-interval,multivariate-normal
F1/Dice-Score vs IoU	question	terminology,accuracy,precision-recall
Is the result of an exam a binomial?	question	self-study,binomial
Who first used/invented p-values?	question	p-value,history,ronald-fisher
Brain-teaser: What is the expected length of an iid sequence that is monotonically increasing when drawn from a uniform [0,1] distribution?	question	probability,random-variable,expected-value,uniform,iid
Performing a statistical test after visualizing data - data dredging?	question	hypothesis-testing,data-visualization,p-value,dataset,inference
In Regression Analysis, why do we call independent variables &quot;independent&quot;?	question	regression,terminology,predictor
What&#39;s the point of time series analysis?	question	time-series,arima
Shouldn&#39;t the joint probability of 2 independent events be equal to zero?	question	probability,joint-distribution
StackExchange fires a moderator, and now in response hundreds of moderators resign: is the increase in resignations statistically significant?	question	time-series,hypothesis-testing,sampling,nonparametric,text-mining
Expectation of 500 coin flips after 500 realizations	question	probability,distributions,convergence,central-limit-theorem,law-of-large-numbers
I know the 95% confidence interval for ln(x), do I also know the 95% confidence interval of x?	question	distributions,mathematical-statistics
Variable selection procedure for binary classification	question	machine-learning,classification,multiple-comparisons,multivariate-analysis,feature-selection
Extending the birthday paradox to more than 2 people	question	probability,combinatorics,birthday-paradox
Fisher&#39;s Exact Test in contingency tables larger than 2x2	question	spss,stata,contingency-tables,fishers-exact
When are confidence intervals useful?	question	confidence-interval,interpretation
Binomial confidence interval estimation - why is it not symmetric?	question	confidence-interval,binomial
Explanation of finite correction factor	question	sampling,finite-population
Visualizing the intersections of many sets	question	data-visualization,dataset
How well does R scale to text classification tasks?	question	r,machine-learning,svm,text-mining,random-forest
Measures of similarity or distance between two covariance matrices	question	distributions,hypothesis-testing,covariance-matrix,kullback-leibler,information-theory
Choosing the best model from among different &quot;best&quot; models	question	regression,model-selection
What theories should every statistician know?	question	theory,careers,law-of-large-numbers
In boosting, why are the learners &quot;weak&quot;?	question	machine-learning,theory,boosting
Best bandit algorithm?	question	machine-learning,algorithms,theory,reinforcement-learning,multiarmed-bandit
R packages for performing topic modeling / LDA: just `topicmodels` and `lda`	question	r,bayesian,text-mining,topic-models,latent-dirichlet-alloc
How to generate numbers based on an arbitrary discrete distribution?	question	distributions
Recommendation for peer-reviewed open-source journal?	question	hypothesis-testing,bootstrap,journals
What&#39;s a good way to use R to make a scatterplot that separates the data by treatment?	question	r,data-visualization,scatterplot
Strategies for teaching the sampling distribution	question	distributions,sampling,teaching
